Date,Close
2000-01-03,0.8946080803871155
2000-01-04,0.8707205653190613
2000-01-05,0.8420549035072327
2000-01-06,0.7871121168136597
2000-01-07,0.800250768661499
2000-01-10,0.8265275359153748
2000-01-11,0.793083906173706
2000-01-12,0.7727795243263245
2000-01-13,0.8050280809402466
2000-01-14,0.8396663665771484
2000-01-18,0.8754979968070984
2000-01-19,0.8671378493309021
2000-01-20,0.8647480010986328
2000-01-21,0.8551933765411377
2000-01-24,0.8169720768928528
2000-01-25,0.8098062872886658
2000-01-26,0.7763625383377075
2000-01-27,0.7357525825500488
2000-01-28,0.7142537236213684
2000-01-31,0.7082810401916504
2000-02-01,0.7250034809112549
2000-02-02,0.745307981967926
2000-02-03,0.757252037525177
2000-02-04,0.7751680612564087
2000-02-07,0.7273921966552734
2000-02-08,0.7620295882225037
2000-02-09,0.7811406850814819
2000-02-10,0.9411906003952026
2000-02-11,0.9555234909057617
2000-02-14,1.1084065437316895
2000-02-15,1.0654079914093018
2000-02-16,1.1143791675567627
2000-02-17,1.1537944078445435
2000-02-18,1.2875674962997437
2000-02-22,1.2517355680465698
2000-02-23,1.2589017152786255
2000-02-24,1.246957540512085
2000-02-25,1.1693220138549805
2000-02-28,1.1609604358673096
2000-02-29,1.223069190979004
2000-03-01,1.1872373819351196
2000-03-02,1.1072123050689697
2000-03-03,1.1251288652420044
2000-03-06,1.1179622411727905
2000-03-07,1.5921398401260376
2000-03-08,1.6052793264389038
2000-03-09,1.916719675064087
2000-03-10,2.2550342082977295
2000-03-13,2.852236032485962
2000-03-14,2.104539632797241
2000-03-15,2.0185420513153076
2000-03-16,1.7996679544448853
2000-03-17,1.9086576700210571
2000-03-20,1.9074630737304688
2000-03-21,1.8131057024002075
2000-03-22,1.8262430429458618
2000-03-23,1.8584928512573242
2000-03-24,1.7808558940887451
2000-03-27,1.6638047695159912
2000-03-28,1.5395861864089966
2000-03-29,1.4380624294281006
2000-03-30,1.4297019243240356
2000-03-31,1.6145354509353638
2000-04-03,1.4882272481918335
2000-04-04,1.4332847595214844
2000-04-05,1.752190351486206
2000-04-06,1.8334102630615234
2000-04-07,1.9600173234939575
2000-04-10,1.7868282794952393
2000-04-11,1.6805264949798584
2000-04-12,1.5061434507369995
2000-04-13,1.441645622253418
2000-04-14,1.3147398233413696
2000-04-17,1.381925106048584
2000-04-18,1.6267783641815186
2000-04-19,1.5491420030593872
2000-04-20,1.5407814979553223
2000-04-24,1.464339017868042
2000-04-25,1.6243888139724731
2000-04-26,1.6076676845550537
2000-04-27,1.7390519380569458
2000-04-28,1.7032198905944824
2000-05-01,1.7581623792648315
2000-05-02,1.6900817155838013
2000-05-03,1.6626099348068237
2000-05-04,1.682915210723877
2000-05-05,1.7605516910552979
2000-05-08,1.696053385734558
2000-05-09,1.6721662282943726
2000-05-10,1.5073375701904297
2000-05-11,1.5718356370925903
2000-05-12,1.5240591764450073
2000-05-15,1.6291673183441162
2000-05-16,1.796383023262024
2000-05-17,2.1117055416107178
2000-05-18,1.9683775901794434
2000-05-19,1.951655387878418
2000-05-22,2.0782630443573
2000-05-23,2.061540365219116
2000-05-24,2.035264253616333
2000-05-25,2.006598949432373
2000-05-26,2.0167508125305176
2000-05-30,2.0997631549835205
2000-05-31,2.1809821128845215
2000-06-01,2.241896152496338
2000-06-02,2.514219284057617
2000-06-05,2.568267345428467
2000-06-06,2.4401676654815674
2000-06-07,2.331476926803589
2000-06-08,2.3493924140930176
2000-06-09,2.4162793159484863
2000-06-12,2.3517816066741943
2000-06-13,2.4258337020874023
2000-06-14,2.423445463180542
2000-06-15,2.4867496490478516
2000-06-16,2.8617918491363525
2000-06-19,3.040952444076538
2000-06-20,3.0003421306610107
2000-06-21,3.3049156665802
2000-06-22,3.124561071395874
2000-06-23,2.829542875289917
2000-06-26,3.171142578125
2000-06-27,2.7232401371002197
2000-06-28,2.618133783340454
2000-06-29,2.240701198577881
2000-06-30,2.429417133331299
2000-07-03,2.336254835128784
2000-07-05,2.0854296684265137
2000-07-06,2.2120361328125
2000-07-07,2.2239797115325928
2000-07-10,2.3386430740356445
2000-07-11,2.5273590087890625
2000-07-12,2.59902286529541
2000-07-13,2.8426811695098877
2000-07-14,2.821181535720825
2000-07-17,2.790128231048584
2000-07-18,2.735184669494629
2000-07-19,2.5608017444610596
2000-07-20,2.630077362060547
2000-07-21,2.6635212898254395
2000-07-24,2.436583995819092
2000-07-25,2.3458096981048584
2000-07-26,2.171426773071289
2000-07-27,2.0161542892456055
2000-07-28,2.063929796218872
2000-07-31,2.2932567596435547
2000-08-01,2.247868776321411
2000-08-02,2.2932567596435547
2000-08-03,2.393585205078125
2000-08-04,2.436583995819092
2000-08-07,2.62768816947937
2000-08-08,2.570356845855713
